date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:29:33	12904/12904	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:33%20GMT	https://gregg.angelfishy.net/grmng001.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/grmng001.html	(from https://gregg.angelfishy.net/)
18:29:33	16552/16552	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:33%20GMT	https://gregg.angelfishy.net/espgrg01.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/espgrg01.html	(from https://gregg.angelfishy.net/)
18:29:34	53383/53383	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:34%20GMT	https://gregg.angelfishy.net/esperbfs.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/esperbfs.html	(from https://gregg.angelfishy.net/)
18:29:35	17782/17782	---M--	200	added ('OK')	image/gif	etag:%224576-431a22ed4bec0%22	https://gregg.angelfishy.net/images/gregginatlanta.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/gregginatlanta.gif	(from https://gregg.angelfishy.net/)
18:29:36	1691/1691	---M--	200	added ('OK')	image/gif	etag:%2269b-3e4ec34009480%22	https://gregg.angelfishy.net/images/annivgrg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/annivgrg.gif	(from https://gregg.angelfishy.net/)
18:29:37	2980/2980	---M--	200	added ('OK')	image/gif	etag:%22ba4-48f272b03abc0%22	https://gregg.angelfishy.net/images/gpco.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/gpco.gif	(from https://gregg.angelfishy.net/)
18:29:37	2008580/2008580	---MCZ	200	added ('OK')	application/pdf	etag:%221ea604-534a7c78331c0-gzip%22	https://gregg.angelfishy.net/irishgregg.pdf	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/irishgregg.pdf	(from https://gregg.angelfishy.net/)
18:29:37	2137/2137	---M--	200	added ('OK')	image/gif	etag:%22859-48f26e5df79c0%22	https://gregg.angelfishy.net/images/gsd-cover.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/gsd-cover.gif	(from https://gregg.angelfishy.net/)
18:29:38	3082/3082	---M--	200	added ('OK')	image/gif	etag:%22c0a-48f27ba7b9380%22	https://gregg.angelfishy.net/images/dictionarybg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/dictionarybg.gif	(from https://gregg.angelfishy.net/)
18:29:39	1913/1913	---M--	200	added ('OK')	image/gif	etag:%22779-3e97da87bc740%22	https://gregg.angelfishy.net/images/5000frms.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/5000frms.gif	(from https://gregg.angelfishy.net/)
18:29:40	1065/1065	---M--	200	added ('OK')	image/gif	etag:%22429-3e97e0d836d00%22	https://gregg.angelfishy.net/images/gpco5msf.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/gpco5msf.gif	(from https://gregg.angelfishy.net/)
18:29:40	8467201/8467201	---MCZ	200	added ('OK')	application/pdf	etag:%22813301-3f28efbaf9d00-gzip%22	https://gregg.angelfishy.net/Annivman.pdf	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/Annivman.pdf	(from https://gregg.angelfishy.net/)
18:29:41	7570/7570	---M--	200	added ('OK')	image/gif	etag:%221d92-3eed5dccd0380%22	https://gregg.angelfishy.net/images/funddrilcover.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/funddrilcover.gif	(from https://gregg.angelfishy.net/)
18:29:41	2820/2820	---M--	200	added ('OK')	image/gif	etag:%22b04-3eed653a70a00%22	https://gregg.angelfishy.net/images/funddrilbg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/funddrilbg.gif	(from https://gregg.angelfishy.net/)
18:29:43	7401859/7401859	---MCZ	200	added ('OK')	application/pdf	etag:%2270f183-3f28f0ba8f800-gzip%22	https://gregg.angelfishy.net/funddril.pdf	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/funddril.pdf	(from https://gregg.angelfishy.net/)
18:29:43	5899764/5899764	---MCZ	200	added ('OK')	application/pdf	etag:%225a05f4-3f28f12ee8a80-gzip%22	https://gregg.angelfishy.net/5000musf.pdf	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/5000musf.pdf	(from https://gregg.angelfishy.net/)
18:29:43	18154/18154	---M--	200	added ('OK')	image/gif	etag:%2246ea-491097b682a80%22	https://gregg.angelfishy.net/images/preangrg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/preangrg.gif	(from https://gregg.angelfishy.net/)
18:29:44	6706602/6706602	---MCZ	200	added ('OK')	application/pdf	etag:%226655aa-3f28f02d6ab00-gzip%22	https://gregg.angelfishy.net/preanman.pdf	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/preanman.pdf	(from https://gregg.angelfishy.net/)
18:29:44	1178/1178	---M--	200	added ('OK')	image/gif	etag:%2249a-3eb6576d49700%22	https://gregg.angelfishy.net/images/preannbg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/preannbg.gif	(from https://gregg.angelfishy.net/)
18:29:45	18818/18818	---M--	200	added ('OK')	image/jpeg	etag:%224982-41b2da7b55600%22	https://gregg.angelfishy.net/espgrg.jpg	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/espgrg.jpg	(from https://gregg.angelfishy.net/)
18:29:45	686/686	---M--	200	added ('OK')	image/gif	etag:%222ae-41b2d48668840%22	https://gregg.angelfishy.net/images/espbg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/espbg.gif	(from https://gregg.angelfishy.net/)
18:29:45	2153/2153	---M--	200	added ('OK')	image/gif	etag:%22869-48f27322ab9c0%22	https://gregg.angelfishy.net/images/gpco3.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/gpco3.gif	(from https://gregg.angelfishy.net/)
18:29:45	18125/18125	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:45%20GMT	https://gregg.angelfishy.net/anprface.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anprface.html	(from https://gregg.angelfishy.net/)
18:29:46	22729/22729	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:46%20GMT	https://gregg.angelfishy.net/anaboutg.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anaboutg.html	(from https://gregg.angelfishy.net/)
18:29:46	10235/10235	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:46%20GMT	https://gregg.angelfishy.net/aneditor.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/aneditor.html	(from https://gregg.angelfishy.net/)
18:29:46	9769214/9769214	---MCZ	200	added ('OK')	application/pdf	etag:%229510fe-48e915bd60f40-gzip%22	https://gregg.angelfishy.net/gsd.pdf	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/gsd.pdf	(from https://gregg.angelfishy.net/)
18:29:46	14893/14893	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:46%20GMT	https://gregg.angelfishy.net/antwtbgr.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/antwtbgr.html	(from https://gregg.angelfishy.net/)
18:29:47	8844/8844	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:47%20GMT	https://gregg.angelfishy.net/analphbt.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/analphbt.html	(from https://gregg.angelfishy.net/)
18:29:47	20285/20285	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:47%20GMT	https://gregg.angelfishy.net/anunit01.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit01.html	(from https://gregg.angelfishy.net/)
18:29:47	19027/19027	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:47%20GMT	https://gregg.angelfishy.net/anunit02.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit02.html	(from https://gregg.angelfishy.net/)
18:29:48	14983/14983	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:48%20GMT	https://gregg.angelfishy.net/anunit03.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit03.html	(from https://gregg.angelfishy.net/)
18:29:48	18922/18922	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:48%20GMT	https://gregg.angelfishy.net/anunit04.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit04.html	(from https://gregg.angelfishy.net/)
18:29:48	16126/16126	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:48%20GMT	https://gregg.angelfishy.net/anunit05.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit05.html	(from https://gregg.angelfishy.net/)
18:29:49	14366/14366	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:49%20GMT	https://gregg.angelfishy.net/anunit06.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit06.html	(from https://gregg.angelfishy.net/)
18:29:49	13097/13097	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:49%20GMT	https://gregg.angelfishy.net/anunit07.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit07.html	(from https://gregg.angelfishy.net/)
18:29:49	12121/12121	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:49%20GMT	https://gregg.angelfishy.net/anunit08.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit08.html	(from https://gregg.angelfishy.net/)
18:29:49	17118/17118	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:49%20GMT	https://gregg.angelfishy.net/anunit09.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit09.html	(from https://gregg.angelfishy.net/)
18:29:50	12842/12842	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:50%20GMT	https://gregg.angelfishy.net/anunit10.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit10.html	(from https://gregg.angelfishy.net/)
18:29:50	11624/11624	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:50%20GMT	https://gregg.angelfishy.net/anunit11.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit11.html	(from https://gregg.angelfishy.net/)
18:29:50	14457/14457	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:50%20GMT	https://gregg.angelfishy.net/anunit12.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit12.html	(from https://gregg.angelfishy.net/)
18:29:51	12192/12192	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:51%20GMT	https://gregg.angelfishy.net/anunit13.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit13.html	(from https://gregg.angelfishy.net/)
18:29:51	12048/12048	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:51%20GMT	https://gregg.angelfishy.net/anunit14.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit14.html	(from https://gregg.angelfishy.net/)
18:29:51	14277/14277	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:51%20GMT	https://gregg.angelfishy.net/anunit15.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit15.html	(from https://gregg.angelfishy.net/)
18:29:51	11535/11535	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:51%20GMT	https://gregg.angelfishy.net/anunit16.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit16.html	(from https://gregg.angelfishy.net/)
18:29:52	10364/10364	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:52%20GMT	https://gregg.angelfishy.net/anunit17.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit17.html	(from https://gregg.angelfishy.net/)
18:29:52	13721/13721	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:52%20GMT	https://gregg.angelfishy.net/anunit18.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit18.html	(from https://gregg.angelfishy.net/)
18:29:52	12059/12059	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:52%20GMT	https://gregg.angelfishy.net/anunit19.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit19.html	(from https://gregg.angelfishy.net/)
18:29:53	13565/13565	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:53%20GMT	https://gregg.angelfishy.net/anunit20.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit20.html	(from https://gregg.angelfishy.net/)
18:29:53	13050/13050	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:53%20GMT	https://gregg.angelfishy.net/anunit21.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit21.html	(from https://gregg.angelfishy.net/)
18:29:53	10434/10434	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:53%20GMT	https://gregg.angelfishy.net/anunit22.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit22.html	(from https://gregg.angelfishy.net/)
18:29:53	14220/14220	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:53%20GMT	https://gregg.angelfishy.net/anunit23.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit23.html	(from https://gregg.angelfishy.net/)
18:29:54	12765/12765	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:54%20GMT	https://gregg.angelfishy.net/anunit24.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit24.html	(from https://gregg.angelfishy.net/)
18:29:54	12618/12618	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:54%20GMT	https://gregg.angelfishy.net/anunit25.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit25.html	(from https://gregg.angelfishy.net/)
18:29:54	10726/10726	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202021%2012:59:54%20GMT	https://gregg.angelfishy.net/anunit26.shtml	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/anunit26.html	(from https://gregg.angelfishy.net/)
